year,bank,survey_scope,survey_type,species_label,n_transects,mean_percent_cover,sd_percent_cover,se_percent_cover,data_source_branch
2000,EFGB,study_site,RT,Orbicella faveolata (ORFA),12,3.761502559215533,5.349356006080346,1.5442260650508146,cpce
2000,EFGB,study_site,RT,Orbicella franksi (ORFR),12,38.80686996381172,7.753924611013751,2.238365230722427,cpce
2000,EFGB,study_site,RT,Orbicella spp. (ORSP),12,0.0,0.0,0.0,cpce
2000,EFGB,study_site,RT,Porites astreoides (POAS),12,3.54543480062018,1.4078455352082404,0.4064099993649452,cpce
2000,EFGB,study_site,RT,Porites furcata (POFU),12,0.5305938006132951,1.5607975116114126,0.45056343173967356,cpce
2000,EFGB,study_site,RT,Pseudodiploria strigosa (PSST),12,4.463830233150353,2.6815970671640383,0.7741103942926343,cpce
2000,EFGB,study_site,RT,Scolymia cubensis (SCCU),12,0.008153946510110891,0.028246099275421994,0.008153946510110891,cpce
2000,EFGB,study_site,RT,Scolymia sp (SCSP),12,0.0,0.0,0.0,cpce
2000,EFGB,study_site,RT,Siderastrea radians (SIRA),12,0.0,0.0,0.0,cpce
2000,EFGB,study_site,RT,Siderastrea siderea (SISI),12,0.03567172385306249,0.09777994766529204,0.02822663955295194,cpce
2000,EFGB,study_site,RT,Siderastrea sp (SISP),12,0.0,0.0,0.0,cpce
2000,EFGB,study_site,RT,Stephanocoenia intersepta (STIN),12,0.1288166505156236,0.27298782612526545,0.07880479744945638,cpce
2000,EFGB,study_site,RT,Stephaocoenia sp (STSP),12,0.0,0.0,0.0,cpce
2000,EFGB,study_site,RT,Unknown Coral I (C1),12,0.0394822673121159,0.10962692222484748,0.03164656652847293,cpce
2000,EFGB,study_site,RT,Unknown Coral II (C2),12,0.0,0.0,0.0,cpce
2000,EFGB,study_site,RT,Unknown Coral III (C3),12,0.0,0.0,0.0,cpce
2000,EFGB,study_site,RT,Unknown Coral IV (C4),12,0.008153946510110891,0.028246099275421994,0.008153946510110891,cpce
2000,WFGB,study_site,RT,Agaricia agaricites (AGAG),9,0.5210275462888352,0.3142858889478948,0.10476196298263159,cpce
2000,WFGB,study_site,RT,Agaricia fragilis (AGFR),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Agaricia lamarcki (AGLA),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Agaricia sp (AGSP),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Colpophyllia amaranthus (COAM),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Colpophyllia natans (CONA),9,2.332453621668253,2.279804092974511,0.7599346976581703,cpce
2000,WFGB,study_site,RT,Colpophyllia sp (COSP),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Crustose Coralline Algae (CCA),9,4.653757573450367,2.4860249133755272,0.8286749711251757,cpce
2000,WFGB,study_site,RT,Madracis auretenra (MAAU),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Madracis decactis (MADE),9,0.2554449096906992,0.42199098052494927,0.14066366017498308,cpce
2000,WFGB,study_site,RT,Madracis sp (MASP),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Millepora alcicornis (MIAL),9,0.9790469665311495,0.5533763845380973,0.18445879484603245,cpce
2000,WFGB,study_site,RT,Montastraea cavernosa (MOCA),9,3.17130971450339,1.766739601293067,0.5889132004310224,cpce
2000,WFGB,study_site,RT,Mussa angulosa (MUAN),9,0.16941976783021856,0.27657429990856336,0.09219143330285445,cpce
2000,WFGB,study_site,RT,Orbicella annularis (ORAN),9,1.256940662565674,1.8962158556932716,0.6320719518977572,cpce
2000,WFGB,study_site,RT,Orbicella faveolata (ORFA),9,3.896344597353865,5.709119780062007,1.9030399266873357,cpce
2000,WFGB,study_site,RT,Orbicella franksi (ORFR),9,31.3742265600332,8.227385260786585,2.7424617535955282,cpce
2000,WFGB,study_site,RT,Orbicella spp. (ORSP),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Porites astreoides (POAS),9,3.2326329897555905,0.8102668323540497,0.2700889441180166,cpce
2000,WFGB,study_site,RT,Porites furcata (POFU),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Pseudodiploria strigosa (PSST),9,10.473330415162543,5.746222364315613,1.915407454771871,cpce
2000,WFGB,study_site,RT,Scolymia cubensis (SCCU),9,0.03397115727340115,0.0723344258723747,0.024111475290791565,cpce
2000,WFGB,study_site,RT,Scolymia sp (SCSP),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Siderastrea radians (SIRA),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Siderastrea siderea (SISI),9,2.429982578861342,3.873968418179052,1.291322806059684,cpce
2000,WFGB,study_site,RT,Siderastrea sp (SISP),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Stephanocoenia intersepta (STIN),9,1.0362480558048324,0.6496536036938952,0.21655120123129842,cpce
2000,WFGB,study_site,RT,Stephaocoenia sp (STSP),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Unknown Coral I (C1),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Unknown Coral II (C2),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Unknown Coral III (C3),9,0.0,0.0,0.0,cpce
2000,WFGB,study_site,RT,Unknown Coral IV (C4),9,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Agaricia agaricites (AGAG),10,0.788791855768322,0.49198745945342526,0.1555800952112563,cpce
2001,EFGB,study_site,RT,Agaricia fragilis (AGFR),10,0.16755170561364513,0.2740779441313949,0.08667105598715873,cpce
2001,EFGB,study_site,RT,Agaricia lamarcki (AGLA),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Agaricia sp (AGSP),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Colpophyllia amaranthus (COAM),10,0.04664179104477611,0.14749429385113708,0.04664179104477611,cpce
2001,EFGB,study_site,RT,Colpophyllia natans (CONA),10,2.676251318536302,1.967362171790611,0.6221345445313794,cpce
2001,EFGB,study_site,RT,Colpophyllia sp (COSP),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Crustose Coralline Algae (CCA),10,2.950758934732914,0.9726953321868498,0.30759327191245356,cpce
2001,EFGB,study_site,RT,Madracis auretenra (MAAU),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Madracis decactis (MADE),10,0.3141493950689169,0.23131402373960272,0.07314791697554038,cpce
2001,EFGB,study_site,RT,Madracis sp (MASP),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Millepora alcicornis (MIAL),10,1.1153547993704533,0.9640647834830393,0.30486405277634804,cpce
2001,EFGB,study_site,RT,Montastraea cavernosa (MOCA),10,4.023562226769868,3.2861072807267027,1.0391583642758713,cpce
2001,EFGB,study_site,RT,Mussa angulosa (MUAN),10,0.00978473581213307,0.030942051469357912,0.00978473581213307,cpce
2001,EFGB,study_site,RT,Orbicella annularis (ORAN),10,0.279306666005237,0.6232905482919132,0.19710177766576176,cpce
2001,EFGB,study_site,RT,Orbicella faveolata (ORFA),10,4.2089895299541595,4.2628617765387276,1.3480352564334108,cpce
2001,EFGB,study_site,RT,Orbicella franksi (ORFR),10,37.98353991330917,13.727550054198009,4.341032486523359,cpce
2001,EFGB,study_site,RT,Orbicella spp. (ORSP),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Porites astreoides (POAS),10,4.802830297150951,1.9758404187246579,0.6248156016190721,cpce
2001,EFGB,study_site,RT,Porites furcata (POFU),10,0.0650942368449722,0.1761369610658032,0.0556993977108337,cpce
2001,EFGB,study_site,RT,Pseudodiploria strigosa (PSST),10,4.443637346341482,3.59882583037746,1.1380486526239557,cpce
2001,EFGB,study_site,RT,Scolymia cubensis (SCCU),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Scolymia sp (SCSP),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Siderastrea radians (SIRA),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Siderastrea siderea (SISI),10,0.2735522303590077,0.34042001646936504,0.10765026131552248,cpce
2001,EFGB,study_site,RT,Siderastrea sp (SISP),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Stephanocoenia intersepta (STIN),10,0.4811683135798791,0.6721720337537128,0.21255946061293118,cpce
2001,EFGB,study_site,RT,Stephaocoenia sp (STSP),10,0.030326758140553866,0.06847804955523422,0.02165466063204204,cpce
2001,EFGB,study_site,RT,Unknown Coral I (C1),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Unknown Coral II (C2),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Unknown Coral III (C3),10,0.0,0.0,0.0,cpce
2001,EFGB,study_site,RT,Unknown Coral IV (C4),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Agaricia agaricites (AGAG),10,0.6574487894505101,0.46585476554499794,0.1473162117965925,cpce
2001,WFGB,study_site,RT,Agaricia fragilis (AGFR),10,0.04061951713742061,0.098158789856083,0.03104053483110538,cpce
2001,WFGB,study_site,RT,Agaricia lamarcki (AGLA),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Agaricia sp (AGSP),10,0.01020408163265306,0.032268139389473253,0.010204081632653059,cpce
2001,WFGB,study_site,RT,Colpophyllia amaranthus (COAM),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Colpophyllia natans (CONA),10,3.1220255568714754,2.600206479636772,0.822257486238043,cpce
2001,WFGB,study_site,RT,Colpophyllia sp (COSP),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Crustose Coralline Algae (CCA),10,3.327340919734925,1.0554152441752993,0.3337516048856704,cpce
2001,WFGB,study_site,RT,Madracis auretenra (MAAU),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Madracis decactis (MADE),10,0.11131378323118661,0.2520722999751528,0.0797122602958688,cpce
2001,WFGB,study_site,RT,Madracis sp (MASP),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Millepora alcicornis (MIAL),10,1.0357199536191464,1.060825583085352,0.33546250427259033,cpce
2001,WFGB,study_site,RT,Montastraea cavernosa (MOCA),10,3.0066576959813416,3.4338129995003754,1.0858670137515811,cpce
2001,WFGB,study_site,RT,Mussa angulosa (MUAN),10,0.14011730103204023,0.38216643576076903,0.12085163822724539,cpce
2001,WFGB,study_site,RT,Orbicella annularis (ORAN),10,0.01016260162601626,0.03213696809114207,0.01016260162601626,cpce
2001,WFGB,study_site,RT,Orbicella faveolata (ORFA),10,4.434222156378036,5.904317481100554,1.8671091269025917,cpce
2001,WFGB,study_site,RT,Orbicella franksi (ORFR),10,30.15152851679867,6.837516837339107,2.1622126745742607,cpce
2001,WFGB,study_site,RT,Orbicella spp. (ORSP),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Porites astreoides (POAS),10,2.3674876566476137,0.818472293120453,0.2588236648001594,cpce
2001,WFGB,study_site,RT,Porites furcata (POFU),10,0.01013171225937183,0.03203928733706563,0.010131712259371829,cpce
2001,WFGB,study_site,RT,Pseudodiploria strigosa (PSST),10,9.485449202924295,3.589922074870852,1.135233037910941,cpce
2001,WFGB,study_site,RT,Scolymia cubensis (SCCU),10,0.00956937799043062,0.03026103024084573,0.00956937799043062,cpce
2001,WFGB,study_site,RT,Scolymia sp (SCSP),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Siderastrea radians (SIRA),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Siderastrea siderea (SISI),10,0.00931098696461825,0.029443926072331282,0.00931098696461825,cpce
2001,WFGB,study_site,RT,Siderastrea sp (SISP),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Stephanocoenia intersepta (STIN),10,0.9525031635176944,1.2119723695845113,0.38325931490784343,cpce
2001,WFGB,study_site,RT,Stephaocoenia sp (STSP),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Unknown Coral I (C1),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Unknown Coral II (C2),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Unknown Coral III (C3),10,0.0,0.0,0.0,cpce
2001,WFGB,study_site,RT,Unknown Coral IV (C4),10,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Agaricia agaricites (AGAG),6,0.2380276555553872,0.2563335139567888,0.10464771886145383,cpce
2002,EFGB,study_site,RT,Agaricia fragilis (AGFR),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Agaricia lamarcki (AGLA),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Agaricia sp (AGSP),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Colpophyllia amaranthus (COAM),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Colpophyllia natans (CONA),6,2.826334489298546,2.933138269864308,1.1974486843662366,cpce
2002,EFGB,study_site,RT,Colpophyllia sp (COSP),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Crustose Coralline Algae (CCA),6,5.151554267476065,1.9880978111624077,0.811637532682001,cpce
2002,EFGB,study_site,RT,Madracis auretenra (MAAU),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Madracis decactis (MADE),6,0.12842102692748422,0.15055744986613556,0.06146482152444861,cpce
2002,EFGB,study_site,RT,Madracis sp (MASP),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Millepora alcicornis (MIAL),6,0.963314449024092,1.0094471974898085,0.41210509268875184,cpce
2002,EFGB,study_site,RT,Montastraea cavernosa (MOCA),6,3.049140310762624,2.5793246979480946,1.0530048984885296,cpce
2002,EFGB,study_site,RT,Mussa angulosa (MUAN),6,0.23237765928949972,0.2687287795567896,0.10970806485249966,cpce
2002,EFGB,study_site,RT,Orbicella annularis (ORAN),6,0.3810463553913335,0.5904688050611329,0.2410578802384475,cpce
2002,EFGB,study_site,RT,Orbicella faveolata (ORFA),6,4.477896054826278,5.00610100510696,2.043732177224343,cpce
2002,EFGB,study_site,RT,Orbicella franksi (ORFR),6,36.3760528963707,16.989328542795857,6.9358643337253225,cpce
2002,EFGB,study_site,RT,Orbicella spp. (ORSP),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Porites astreoides (POAS),6,4.094040536953611,1.7069310727729228,0.6968516923991935,cpce
2002,EFGB,study_site,RT,Porites furcata (POFU),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Pseudodiploria strigosa (PSST),6,8.075131908086005,6.046907593783247,2.468639687754962,cpce
2002,EFGB,study_site,RT,Scolymia cubensis (SCCU),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Scolymia sp (SCSP),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Siderastrea radians (SIRA),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Siderastrea siderea (SISI),6,0.3968253968253968,0.9720197391996739,0.39682539682539686,cpce
2002,EFGB,study_site,RT,Siderastrea sp (SISP),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Stephanocoenia intersepta (STIN),6,1.5118557010642817,2.876476793818604,1.174316733635419,cpce
2002,EFGB,study_site,RT,Stephaocoenia sp (STSP),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Unknown Coral I (C1),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Unknown Coral II (C2),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Unknown Coral III (C3),6,0.0,0.0,0.0,cpce
2002,EFGB,study_site,RT,Unknown Coral IV (C4),6,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Agaricia agaricites (AGAG),5,0.5587254146520853,0.5864339048698637,0.262261215119932,cpce
2002,WFGB,study_site,RT,Agaricia fragilis (AGFR),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Agaricia lamarcki (AGLA),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Agaricia sp (AGSP),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Colpophyllia amaranthus (COAM),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Colpophyllia natans (CONA),5,1.3851817598518037,1.7180624192206277,0.7683408717930129,cpce
2002,WFGB,study_site,RT,Colpophyllia sp (COSP),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Crustose Coralline Algae (CCA),5,2.046275477437343,1.573622351367464,0.7037453097141417,cpce
2002,WFGB,study_site,RT,Madracis auretenra (MAAU),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Madracis decactis (MADE),5,1.5773053418616807,2.9798293458554372,1.3326201957362978,cpce
2002,WFGB,study_site,RT,Madracis sp (MASP),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Millepora alcicornis (MIAL),5,2.6083458572357623,2.31225366364954,1.034071274628661,cpce
2002,WFGB,study_site,RT,Montastraea cavernosa (MOCA),5,2.767516599188805,2.642551438167826,1.1817849299566183,cpce
2002,WFGB,study_site,RT,Mussa angulosa (MUAN),5,0.04310344827586206,0.09638224040947367,0.04310344827586206,cpce
2002,WFGB,study_site,RT,Orbicella annularis (ORAN),5,3.3678299722255765,4.615084376380397,2.0639284774967583,cpce
2002,WFGB,study_site,RT,Orbicella faveolata (ORFA),5,5.291804494961665,5.2307513740708576,2.3392631291645736,cpce
2002,WFGB,study_site,RT,Orbicella franksi (ORFR),5,27.805700140946932,11.579875836262858,5.178677908178194,cpce
2002,WFGB,study_site,RT,Orbicella spp. (ORSP),5,0.08620689655172412,0.19276448081894734,0.08620689655172412,cpce
2002,WFGB,study_site,RT,Porites astreoides (POAS),5,4.164890039863375,1.2319322354399975,0.550936844423422,cpce
2002,WFGB,study_site,RT,Porites furcata (POFU),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Pseudodiploria strigosa (PSST),5,2.8421850406052522,1.4441976189761232,0.6458648097947903,cpce
2002,WFGB,study_site,RT,Scolymia cubensis (SCCU),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Scolymia sp (SCSP),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Siderastrea radians (SIRA),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Siderastrea siderea (SISI),5,3.8400479297641836,6.876369353885578,3.075205862736892,cpce
2002,WFGB,study_site,RT,Siderastrea sp (SISP),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Stephanocoenia intersepta (STIN),5,0.7804252759881725,1.2563936466268997,0.5618763200713194,cpce
2002,WFGB,study_site,RT,Stephaocoenia sp (STSP),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Unknown Coral I (C1),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Unknown Coral II (C2),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Unknown Coral III (C3),5,0.0,0.0,0.0,cpce
2002,WFGB,study_site,RT,Unknown Coral IV (C4),5,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Agaricia agaricites (AGAG),7,0.24287466531756013,0.2005541811206797,0.0758023553770748,cpce
2003,EFGB,study_site,RT,Agaricia fragilis (AGFR),7,0.24151174914776927,0.3184616333684155,0.12036718342975089,cpce
2003,EFGB,study_site,RT,Agaricia lamarcki (AGLA),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Agaricia sp (AGSP),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Colpophyllia amaranthus (COAM),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Colpophyllia natans (CONA),7,2.006414337989803,2.6557270024332746,1.0037704569310673,cpce
2003,EFGB,study_site,RT,Colpophyllia sp (COSP),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Crustose Coralline Algae (CCA),7,6.528127805697214,2.7382263226535564,1.0349522690217456,cpce
2003,EFGB,study_site,RT,Madracis auretenra (MAAU),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Madracis decactis (MADE),7,0.6678560322411455,0.5733697159385459,0.2167133825241628,cpce
2003,EFGB,study_site,RT,Madracis sp (MASP),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Millepora alcicornis (MIAL),7,3.0842700521383186,1.1181734769597254,0.42262984895197786,cpce
2003,EFGB,study_site,RT,Montastraea cavernosa (MOCA),7,4.231553715838812,2.997434038275991,1.1329235766569048,cpce
2003,EFGB,study_site,RT,Mussa angulosa (MUAN),7,0.11223344556677892,0.2969417857536017,0.11223344556677892,cpce
2003,EFGB,study_site,RT,Orbicella annularis (ORAN),7,0.6424657405049563,1.6508442408325128,0.6239604735065785,cpce
2003,EFGB,study_site,RT,Orbicella faveolata (ORFA),7,4.117769352029149,3.8954516766453624,1.472342340096175,cpce
2003,EFGB,study_site,RT,Orbicella franksi (ORFR),7,27.164781948867155,6.302840372839918,2.3822497399817206,cpce
2003,EFGB,study_site,RT,Orbicella spp. (ORSP),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Porites astreoides (POAS),7,4.597786713750181,1.5543943409469783,0.5875058379245497,cpce
2003,EFGB,study_site,RT,Porites furcata (POFU),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Pseudodiploria strigosa (PSST),7,6.727275852582743,6.506585272837244,2.459258073737528,cpce
2003,EFGB,study_site,RT,Scolymia cubensis (SCCU),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Scolymia sp (SCSP),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Siderastrea radians (SIRA),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Siderastrea siderea (SISI),7,0.023457658925639214,0.06206313185701594,0.02345765892563921,cpce
2003,EFGB,study_site,RT,Siderastrea sp (SISP),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Stephanocoenia intersepta (STIN),7,0.4666044849282541,0.6123122417236099,0.23143227376016276,cpce
2003,EFGB,study_site,RT,Stephaocoenia sp (STSP),7,0.0160333493666827,0.04242025510765738,0.0160333493666827,cpce
2003,EFGB,study_site,RT,Unknown Coral I (C1),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Unknown Coral II (C2),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Unknown Coral III (C3),7,0.0,0.0,0.0,cpce
2003,EFGB,study_site,RT,Unknown Coral IV (C4),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Agaricia agaricites (AGAG),7,0.17199862738455438,0.1783830758340288,0.0674224652513737,cpce
2003,WFGB,study_site,RT,Agaricia fragilis (AGFR),7,0.1170307222342524,0.13774260701147126,0.052061811870007815,cpce
2003,WFGB,study_site,RT,Agaricia lamarcki (AGLA),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Agaricia sp (AGSP),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Colpophyllia amaranthus (COAM),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Colpophyllia natans (CONA),7,0.6784134690434437,0.8530271859165384,0.3224139707874885,cpce
2003,WFGB,study_site,RT,Colpophyllia sp (COSP),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Crustose Coralline Algae (CCA),7,2.9882737505673047,0.8471993670066613,0.3202112622844236,cpce
2003,WFGB,study_site,RT,Madracis auretenra (MAAU),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Madracis decactis (MADE),7,0.32664756644409876,0.35700105735030757,0.1349337165051459,cpce
2003,WFGB,study_site,RT,Madracis sp (MASP),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Millepora alcicornis (MIAL),7,1.8908867431229939,1.6521147453662475,0.6244406790831273,cpce
2003,WFGB,study_site,RT,Montastraea cavernosa (MOCA),7,4.258945572471462,3.011146035664592,1.1381062245237912,cpce
2003,WFGB,study_site,RT,Mussa angulosa (MUAN),7,0.028826478980716615,0.049260027723803605,0.018618540419047352,cpce
2003,WFGB,study_site,RT,Orbicella annularis (ORAN),7,2.3016358782516493,5.713317701762855,2.1594311142810865,cpce
2003,WFGB,study_site,RT,Orbicella faveolata (ORFA),7,6.311165525448153,4.708534297969709,1.7796586845779925,cpce
2003,WFGB,study_site,RT,Orbicella franksi (ORFR),7,25.657771588783653,6.646154984545031,2.5120104662712115,cpce
2003,WFGB,study_site,RT,Orbicella spp. (ORSP),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Porites astreoides (POAS),7,2.446950970590893,0.8117657526911837,0.3068186149228619,cpce
2003,WFGB,study_site,RT,Porites furcata (POFU),7,0.02798376941374003,0.07403809461493187,0.027983769413740027,cpce
2003,WFGB,study_site,RT,Pseudodiploria strigosa (PSST),7,10.10798483369267,6.3512995393423095,2.4005655833112636,cpce
2003,WFGB,study_site,RT,Scolymia cubensis (SCCU),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Scolymia sp (SCSP),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Siderastrea radians (SIRA),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Siderastrea siderea (SISI),7,2.6002141725138443,3.799778033615224,1.4361811020274158,cpce
2003,WFGB,study_site,RT,Siderastrea sp (SISP),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Stephanocoenia intersepta (STIN),7,0.7971690900501959,0.950190613519442,0.3591382944971902,cpce
2003,WFGB,study_site,RT,Stephaocoenia sp (STSP),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Unknown Coral I (C1),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Unknown Coral II (C2),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Unknown Coral III (C3),7,0.0,0.0,0.0,cpce
2003,WFGB,study_site,RT,Unknown Coral IV (C4),7,0.0,0.0,0.0,cpce
2004,EFGB,study_site,RT,Agaricia spp.,14,0.3,0.4132423390327167,0.110443660740679,appendix_2004_2008
2004,EFGB,study_site,RT,Colpophyllia natans,14,2.814285714285714,4.793883465554694,1.2812192485875844,appendix_2004_2008
2004,EFGB,study_site,RT,Diploria strigosa,14,12.12857142857143,10.5619366356036,2.822796302231752,appendix_2004_2008
2004,EFGB,study_site,RT,Madracis spp.,14,0.7000000000000001,1.1786563405975337,0.3150091573760503,appendix_2004_2008
2004,EFGB,study_site,RT,Millepora alcicornis,14,1.4142857142857144,1.8505122545921184,0.4945702033364499,appendix_2004_2008
2004,EFGB,study_site,RT,Montastraea annularis species complex,14,30.142857142857142,17.80569115093928,4.758771130109097,appendix_2004_2008
2004,EFGB,study_site,RT,Montastraea cavernosa,14,7.728571428571429,7.261111227886285,1.9406136044291376,appendix_2004_2008
2004,EFGB,study_site,RT,Mussa angulosa,14,0.0285714285714285,0.0726273039202563,0.0194104634424787,appendix_2004_2008
2004,EFGB,study_site,RT,Porites astreoides,14,8.185714285714285,3.7164617463506753,0.9932661818496992,appendix_2004_2008
2004,EFGB,study_site,RT,Scolymia cubensis,14,0.0,0.0,0.0,appendix_2004_2008
2004,EFGB,study_site,RT,Siderastrea siderea,14,0.2714285714285714,1.0155927192672127,0.2714285714285714,appendix_2004_2008
2004,EFGB,study_site,RT,Stephanocoenia intersepta,14,0.3285714285714285,0.9101382578222104,0.2432446810975742,appendix_2004_2008
2004,WFGB,study_site,RT,Agaricia spp.,16,0.2875,0.4256367778595579,0.1064091944648894,appendix_2004_2008
2004,WFGB,study_site,RT,Colpophyllia natans,16,3.475,6.238749874774593,1.5596874686936482,appendix_2004_2008
